# Program:featureCounts v1.6.2; Command:"../tools/subread-1.6.2-Linux-x86_64/bin/featureCounts" "-p" "-T" "8" "-t" "exon" "-g" "gene_id" "-a" "../reference/s288c_e.gff" "-o" "../featurecount/counts.txt" "SRR453566.sorted.bam" "SRR453567.sorted.bam" "SRR453568.sorted.bam" "SRR453569.sorted.bam" "SRR453570.sorted.bam" "SRR453571.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR453566.sorted.bam	SRR453567.sorted.bam	SRR453568.sorted.bam	SRR453569.sorted.bam	SRR453570.sorted.bam	SRR453571.sorted.bam
gene_2786	NC_001140.6	394455	396659	-	2205	594	827	612	299	301	401
gene_2787	NC_001140.6	397251	398990	+	1740	180	197	136	318	360	446
gene_2788	NC_001140.6	399268	400848	-	1581	139	210	147	112	119	144
gene_2789	NC_001140.6	401434	401955	+	522	204	277	245	208	249	281
gene_2790	NC_001140.6	402086	402682	-	597	29	38	15	13	28	36
gene_2791	NC_001140.6	402966	406178	+	3213	598	846	561	308	385	519
gene_2792	NC_001140.6	407103	410789	+	3687	318	495	343	304	310	371
gene_2793	NC_001140.6	411228	411317	+	90	6	7	13	8	14	13
gene_2794	NC_001140.6	411384	412406	-	1023	87	108	82	125	157	190
gene_2795	NC_001140.6	412907	413455	+	549	10	14	7	22	46	45
gene_2796	NC_001140.6	413685	417179	-	3495	503	726	532	419	500	624
gene_2797	NC_001140.6	417549	419063	+	1515	104	150	103	138	156	185
gene_2798	NC_001140.6	419221	420072	-	852	37	36	24	154	221	269
gene_2799	NC_001140.6	420373	422286	-	1914	826	1018	727	833	1062	1410
gene_2800	NC_001140.6	423072	423461	+	390	3447	5008	3461	1049	1137	1501
gene_2801	NC_001140.6	423724	424473	+	750	1263	1753	1272	847	882	1178
gene_2802	NC_001140.6	424610	429178	-	4569	345	510	358	266	375	472
gene_2803	NC_001140.6	429707	436948	-	7242	916	1300	952	466	598	838
gene_2804	NC_001140.6	437170	439050	-	1881	211	202	157	180	205	265
gene_2805	NC_001140.6	439342	440127	+	786	112	151	103	58	58	89
gene_2806	NC_001140.6	440377	441933	+	1557	188	234	169	116	138	189
gene_2807	NC_001140.6	442181	443476	+	1296	367	520	396	160	199	268
gene_2808	NC_001140.6	443828	445384	+	1557	1108	1531	1130	496	655	826
gene_2809	NC_001140.6	445713	447605	+	1893	86	104	67	217	354	424
gene_2810	NC_001140.6	448335	450806	+	2472	262	346	245	165	196	205
gene_2811	NC_001140.6	450815	451153	-	339	23	32	30	21	26	27
gene_2812	NC_001140.6	451327	452640	+	1314	50423	74290	57212	11171	19215	24000
gene_2813	NC_001140.6	452872	453441	+	570	352	473	314	237	217	351
gene_2814	NC_001140.6	453558	453707	+	150	26	18	16	13	15	18
gene_2815	NC_001140.6	454229	455527	+	1299	182	203	166	110	133	160
gene_2816	NC_001140.6	456591	457952	+	1362	146	203	172	43	49	79
gene_2817	NC_001140.6	459299	461530	+	2232	184	231	189	215	252	314
gene_2818	NC_001140.6	462502	463704	+	1203	3275	4228	3284	489	588	806
gene_2819	NC_001140.6	465178	465669	+	492	67	68	40	84	85	109
gene_2820	NC_001140.6	466990	467061	+	72	3	0	0	0	1	1
gene_2821	NC_001140.6	467228	467914	+	687	288	370	248	166	213	215
gene_2822	NC_001140.6	468219	470576	+	2358	162	215	170	168	162	194
gene_2823	NC_001140.6	470960	472429	+	1470	7099	10255	7893	3176	3880	5243
gene_2824	NC_001140.6	472744	474459	+	1716	35	36	23	40	58	91
gene_2825	NC_001140.6	474627	475340	-	714	2	6	2	5	8	4
gene_2826	NC_001140.6	475706	475778	-	73	0	0	1	1	0	0
gene_2827	NC_001140.6	475999	480672	-	4674	579	694	538	325	386	453
gene_2828	NC_001140.6	480990	481919	+	930	233	331	232	199	241	356
gene_2829	NC_001140.6	482005	483837	-	1833	719	884	700	436	478	570
gene_2830	NC_001140.6	484028	484600	+	573	59	83	53	67	69	88
gene_2831	NC_001140.6	484845	486179	+	1335	1571	2059	1552	988	1215	1460
gene_2832	NC_001140.6	486230	486631	-	402	97	121	81	67	90	146
gene_2833	NC_001140.6	486826	487662	+	837	279	349	258	237	267	352
gene_2834	NC_001140.6	487712	488236	-	525	3275	4331	3305	1516	1614	2278
gene_2835	NC_001140.6	488657	490396	+	1740	204	262	191	187	234	251
gene_2836	NC_001140.6	490747	491712	+	966	279	343	247	324	335	459
gene_2837	NC_001140.6	491931	493658	+	1728	779	1207	815	277	269	405
gene_2838	NC_001140.6	493896	496187	+	2292	530	738	513	174	216	316
gene_2839	NC_001140.6	496315	497280	-	966	344	364	287	330	433	519
gene_2840	NC_001140.6	497490	498422	-	933	351	404	283	308	354	435
gene_2841	NC_001140.6;NC_001140.6	498571;498787	498719;498859	-;-	222	63	97	94	74	64	92
gene_2842	NC_001140.6	499079	499885	+	807	1154	1362	1003	787	915	1157
gene_2843	NC_001140.6	499950	501143	-	1194	511	653	509	248	253	403
gene_2844	NC_001140.6	502388	504196	+	1809	155	186	127	211	294	323
gene_2845	NC_001140.6;NC_001140.6	504476;505517	505247;505530	-;-	786	6575	9128	7086	2182	2631	3276
gene_2846	NC_001140.6	506319	508709	+	2391	410	509	434	184	209	271
gene_2847	NC_001140.6	509363	511837	+	2475	865	1318	918	606	704	899
gene_2848	NC_001140.6	512732	514600	+	1869	554	667	516	321	399	480
gene_2849	NC_001140.6	514905	516485	-	1581	284	388	263	285	342	471
gene_2850	NC_001140.6	517532	518713	+	1182	4703	6602	5157	1333	1621	2208
gene_2851	NC_001140.6	519437	520312	+	876	87	81	49	189	306	326
gene_2852	NC_001140.6	520712	521737	-	1026	40	54	33	27	41	42
gene_2853	NC_001140.6	525392	528619	+	3228	202	270	222	279	364	420
gene_2854	NC_001140.6	538742	538945	+	204	0	0	0	0	0	0
gene_2855	NC_001140.6	539151	539747	+	597	4	2	4	6	4	6
gene_2856	NC_001140.6	540549	540782	+	234	4	1	2	2	1	0
gene_2857	NC_001140.6	540800	541099	+	300	34	38	22	27	25	43
gene_2858	NC_001140.6	541651	542262	+	612	18	52	30	39	41	37
gene_2859	NC_001140.6	543964	549346	-	5383	64	89	57	27	47	49
gene_2860	NC_001140.6	547910	549346	-	1437	0	0	0	0	0	0
gene_2861	NC_001140.6	550648	550941	-	294	1	0	0	0	0	0
gene_2862	NC_001140.6	551200	551499	-	300	0	1	0	2	3	1
gene_2863	NC_001140.6	552099	553502	+	1404	43	63	47	29	52	58
gene_2864	NC_001140.6	554396	555967	+	1572	735	1019	776	282	304	332
gene_2865	NC_001140.6;NC_001140.6	558014;558715	558615;559924	+;+	1812	49	87	45	57	57	89
gene_2866	NC_001140.6	560173	562047	+	1875	94	178	105	102	130	191
gene_2867	NC_001141.2;NC_001141.2	483;4987	4598;6147	-;-	5277	186	173	131	135	199	250
gene_2868	NC_001141.2	8793	9155	-	363	0	0	0	0	0	0
gene_2869	NC_001141.2	9183	9500	+	318	0	0	0	0	0	0
gene_2870	NC_001141.2	9469	9696	+	228	0	0	0	0	0	0
gene_2871	NC_001141.2	11492	16141	+	4650	15	18	13	7	13	16
gene_2872	NC_001141.2	16784	18553	-	1770	0	0	0	0	0	0
gene_2873	NC_001141.2	19515	19844	+	330	9	9	6	11	11	14
gene_2874	NC_001141.2	19847	21220	+	1374	38	38	30	25	36	47
gene_2875	NC_001141.2	23119	26106	-	2988	676	943	699	633	785	1049
gene_2877	NC_001141.2	30938	32566	-	1629	82	100	80	126	158	173
gene_2878	NC_001141.2	33718	34077	-	360	139	175	116	96	100	132
gene_2879	NC_001141.2	34087	34686	-	600	215	260	212	135	141	172
gene_2880	NC_001141.2	36899	37252	-	354	35	45	41	15	18	14
gene_2881	NC_001141.2	37385	38983	+	1599	468	546	419	2300	2578	2793
gene_2882	NC_001141.2	39433	40140	+	708	139	174	132	123	131	224
gene_2883	NC_001141.2	40191	41444	-	1254	38	30	29	1451	1902	2333
gene_2884	NC_001141.2	41825	45952	+	4128	204	285	183	156	188	256
gene_2885	NC_001141.2	46201	46815	+	615	228	283	221	136	140	198
gene_2886	NC_001141.2	46949	47542	-	594	343	508	303	365	439	609
gene_2887	NC_001141.2;NC_001141.2	47690;47761	47698;47973	+;+	222	163	160	110	163	178	260
gene_2888	NC_001141.2	48091	51306	+	3216	272	421	269	245	287	358
gene_2889	NC_001141.2	51759	53708	-	1950	356	364	252	7567	7956	9648
gene_2890	NC_001141.2	53981	55021	-	1041	242	295	233	332	366	447
gene_2891	NC_001141.2	55198	56379	+	1182	246	332	232	340	356	421
gene_2892	NC_001141.2	56545	57252	+	708	96	95	68	139	155	200
gene_2893	NC_001141.2	57338	60694	-	3357	473	642	500	313	400	530
gene_2894	NC_001141.2	61013	62728	-	1716	101	126	93	87	100	133
gene_2895	NC_001141.2	63028	68067	-	5040	879	1366	960	598	758	923
gene_2896	NC_001141.2;NC_001141.2	68708;69150	68715;69528	+;+	387	5615	7289	5306	1681	2066	2589
gene_2897	NC_001141.2	69791	73453	-	3663	577	847	612	370	403	480
gene_2898	NC_001141.2	74184	75773	-	1590	138	190	134	360	422	520
gene_2899	NC_001141.2	76354	77283	-	930	343	418	364	160	177	232
gene_2900	NC_001141.2	78074	80149	+	2076	296	352	237	213	307	424
gene_2901	NC_001141.2	80510	83041	-	2532	523	665	482	411	550	646
gene_2902	NC_001141.2	83302	84885	+	1584	1572	2176	1736	881	1147	1476
gene_2903	NC_001141.2	85366	87837	+	2472	486	614	431	374	465	575
gene_2904	NC_001141.2	87979	88716	-	738	104	146	95	97	105	158
gene_2905	NC_001141.2	89230	89715	-	486	683	942	539	532	698	862
gene_2906	NC_001141.2	89948	92788	-	2841	419	617	443	349	407	487
gene_2907	NC_001141.2	93619	94800	+	1182	237	260	159	5037	6420	8762
gene_2908	NC_001141.2	95065	96375	-	1311	429	597	469	340	369	523
gene_2909	NC_001141.2	96522	96725	-	204	1	1	4	2	0	2
gene_2910	NC_001141.2	97111	97246	+	136	66	79	48	38	47	61
gene_2911	NC_001141.2	97395	98330	+	936	207	306	218	103	116	183
gene_2912	NC_001141.2;NC_001141.2	98527;99386	99095;99416	-;-	600	3931	5847	4088	1106	1321	1675
gene_2913	NC_001141.2	99860	100501	-	642	44	49	48	27	34	43
gene_2914	NC_001141.2	100781	102235	-	1455	431	625	426	272	304	384
gene_2915	NC_001141.2	102782	105676	+	2895	380	538	407	260	314	328
gene_2916	NC_001141.2	106107	113237	-	7131	740	1050	810	528	613	737
gene_2917	NC_001141.2	113806	116904	+	3099	404	559	430	276	353	401
gene_2918	NC_001141.2	117024	117644	-	621	330	440	367	166	226	294
gene_2919	NC_001141.2	117992	122071	+	4080	1480	2162	1530	999	1168	1684
gene_2920	NC_001141.2	122689	125733	+	3045	1038	1326	1022	2636	3159	3524
gene_2921	NC_001141.2	126204	127097	+	894	472	644	410	1153	1859	2397
gene_2922	NC_001141.2	128151	129581	+	1431	1832	2145	1492	899	915	1113
gene_2923	NC_001141.2	130610	131665	+	1056	86	90	54	113	141	164
gene_2924	NC_001141.2	132244	133872	+	1629	74	77	53	91	43	62
gene_2925	NC_001141.2	134417	136108	+	1692	90	105	83	90	151	169
gene_2926	NC_001141.2	136654	137877	-	1224	254	299	224	167	190	209
gene_2927	NC_001141.2	139752	140447	+	696	599	799	598	238	249	407
gene_2928	NC_001141.2	140613	141569	-	957	252	150	93	369	401	484
gene_2929	NC_001141.2	142928	144085	+	1158	1863	2643	2025	1204	1310	1660
gene_2930	NC_001141.2	144327	148709	-	4383	848	1170	908	648	921	1057
gene_2931	NC_001141.2	149143	149988	-	846	218	264	196	52	54	93
gene_2932	NC_001141.2	150559	151188	+	630	21	31	20	42	59	67
gene_2933	NC_001141.2	151595	154846	+	3252	585	753	525	467	576	779
gene_2934	NC_001141.2;NC_001141.2	155222;155311	155222;155765	+;+	456	55	60	38	43	44	55
gene_2935	NC_001141.2	156045	157178	+	1134	417	597	444	152	189	222
gene_2936	NC_001141.2	157385	160165	-	2781	1649	2274	1688	1134	1364	1642
gene_2937	NC_001141.2	160887	162977	+	2091	355	412	296	311	342	395
gene_2938	NC_001141.2	163278	165761	-	2484	226	255	174	958	1218	1509
gene_2939	NC_001141.2;NC_001141.2	166415;166520	166434;167444	+;+	945	269	350	233	256	285	340
gene_2940	NC_001141.2	167581	169641	-	2061	337	401	298	525	599	806
gene_2941	NC_001141.2	167664	167804	+	141	0	0	0	0	0	0
gene_2942	NC_001141.2	169982	171505	-	1524	171	247	189	84	93	128
gene_2943	NC_001141.2	171751	173028	+	1278	393	524	410	213	265	303
gene_2944	NC_001141.2	173365	173592	-	228	67	75	51	60	57	71
gene_2945	NC_001141.2	174582	174887	-	306	4	1	2	4	8	5
gene_2946	NC_001141.2	175031	175103	+	73	3	3	3	1	3	4
gene_2947	NC_001141.2	175307	177250	-	1944	82	99	87	858	1155	1468
gene_2948	NC_001141.2	178004	179653	+	1650	14	14	14	103	161	196
gene_2949	NC_001141.2	179772	180239	-	468	156	247	152	121	155	206
gene_2950	NC_001141.2	180427	181977	+	1551	81	92	83	232	316	348
gene_2951	NC_001141.2	182117	183127	-	1011	224	287	227	102	128	170
gene_2952	NC_001141.2	183440	183513	-	74	0	0	0	3	1	3
gene_2953	NC_001141.2	183937	186369	+	2433	242	383	244	153	168	221
gene_2954	NC_001141.2	186517	187632	-	1116	6210	8398	6004	1744	1868	2692
gene_2955	NC_001141.2	187990	188784	-	795	449	457	348	228	271	388
gene_2956	NC_001141.2	189066	190967	+	1902	100	157	117	103	133	154
gene_2957	NC_001141.2	191030	193195	-	2166	496	686	508	236	285	397
gene_2958	NC_001141.2	193595	195070	+	1476	486	731	511	325	410	517
gene_2959	NC_001141.2	195599	196216	+	618	90	107	72	124	178	240
gene_2960	NC_001141.2	197592	197663	+	72	0	0	0	0	0	0
gene_2961	NC_001141.2	197931	199403	-	1473	716	1049	679	484	536	677
gene_2962	NC_001141.2	199646	200119	-	474	137	191	108	403	496	611
gene_2963	NC_001141.2	200153	200461	-	309	4	6	3	9	19	23
gene_2964	NC_001141.2	200490	202043	-	1554	572	790	536	293	398	461
gene_2965	NC_001141.2	202276	203259	-	984	122	163	154	103	103	140
gene_2966	NC_001141.2	203556	204653	-	1098	275	331	238	340	383	483
gene_2967	NC_001141.2	205635	210132	+	4498	64	84	63	70	61	99
gene_2968	NC_001141.2	210665	210738	+	74	0	0	0	0	0	0
gene_2969	NC_001141.2	210923	212005	-	1083	285	321	270	114	103	127
gene_2970	NC_001141.2	212499	214703	+	2205	3894	5487	4102	1737	2115	2816
gene_2971	NC_001141.2	214991	215953	-	963	132	169	139	264	334	438
gene_2972	NC_001141.2	216658	217548	+	891	712	853	638	437	473	641
gene_2973	NC_001141.2	217863	220700	-	2838	3515	4823	3667	2358	2878	3876
gene_2974	NC_001141.2	221081	222490	-	1410	4178	5857	4479	846	1039	1290
gene_2975	NC_001141.2;NC_001141.2	222937;225900	225809;225954	-;-	2928	104	151	87	163	250	302
gene_2976	NC_001141.2	226602	228419	+	1818	47	53	40	110	160	165
gene_2977	NC_001141.2	228660	229994	-	1335	99	127	90	201	240	336
gene_2978	NC_001141.2	230272	231072	-	801	875	928	635	485	634	876
gene_2979	NC_001141.2;NC_001141.2	231553;232367	231957;232369	-;-	408	3786	4967	3737	957	1179	1594
gene_2980	NC_001141.2	233057	235474	-	2418	404	540	388	268	351	412
gene_2981	NC_001141.2	235724	237760	-	2037	304	351	257	167	201	279
gene_2982	NC_001141.2	238099	240708	-	2610	32	29	24	100	137	174
gene_2983	NC_001141.2	241308	241775	-	468	161	180	133	230	229	307
gene_2984	NC_001141.2	241943	242716	+	774	297	375	328	181	211	305
gene_2985	NC_001141.2	242761	243744	-	984	407	511	385	296	332	501
gene_2986	NC_001141.2	243998	244462	-	465	329	356	245	323	294	402
gene_2987	NC_001141.2	244657	245559	-	903	117	160	103	104	117	144
gene_2988	NC_001141.2	246392	246826	+	435	31	53	55	39	36	46
gene_2989	NC_001141.2	247902	248396	-	495	2	3	2	2992	3089	3732
gene_2990	NC_001141.2	248850	248931	+	82	0	1	1	4	2	4
gene_2991	NC_001141.2	249991	251913	+	1923	325	330	216	174	202	265
gene_2992	NC_001141.2	252042	253925	-	1884	128	145	116	399	530	709
gene_2993	NC_001141.2	254543	254860	+	318	5	3	3	2	1	0
gene_2994	NC_001141.2	255115	255867	+	753	5288	7376	5865	1111	1426	2068
gene_2995	NC_001141.2;NC_001141.2	256226;257027	256554;257063	-;-	366	4393	5847	4353	1146	1428	1843
gene_2996	NC_001141.2	257843	258280	-	438	876	1107	851	479	524	680
gene_2997	NC_001141.2	258913	259770	+	858	384	572	401	411	533	605
gene_2998	NC_001141.2	260158	260919	+	762	108	119	86	52	47	58
gene_2999	NC_001141.2	261437	264892	+	3456	618	909	628	352	445	588
gene_3000	NC_001141.2	265115	267823	-	2709	989	1413	949	1011	1294	1444
gene_3001	NC_001141.2	268309	268473	+	165	2	0	0	0	2	3
gene_3002	NC_001141.2	268651	270573	+	1923	544	674	520	685	797	1117
gene_3003	NC_001141.2	271161	272777	+	1617	91	113	86	361	694	842
gene_3004	NC_001141.2	272950	273846	-	897	285	432	330	178	191	246
gene_3005	NC_001141.2	274072	274926	-	855	1691	2353	1606	850	867	1171
gene_3006	NC_001141.2	275108	276292	-	1185	126	165	118	385	412	524
gene_3007	NC_001141.2	276525	277505	+	981	971	1299	929	1050	1250	1566
gene_3008	NC_001141.2	277723	278139	+	417	219	297	181	168	199	251
gene_3009	NC_001141.2	278426	279847	+	1422	894	1253	858	472	637	836
gene_3010	NC_001141.2	280142	282652	-	2511	694	988	747	383	484	614
gene_3011	NC_001141.2	283029	284999	-	1971	51	64	50	93	103	111
gene_3012	NC_001141.2	285666	287429	+	1764	342	484	297	484	578	795
gene_3013	NC_001141.2	287790	288908	-	1119	627	918	617	376	432	526
gene_3014	NC_001141.2	289226	290089	-	864	473	617	471	380	393	451
gene_3015	NC_001141.2	290419	291669	-	1251	591	709	539	1111	1387	1638
gene_3016	NC_001141.2	292633	295737	+	3105	211	345	243	162	252	291
gene_3017	NC_001141.2	296050	300009	-	3960	1486	2025	1538	924	1174	1362
gene_3018	NC_001141.2	300228	300300	-	73	0	0	0	0	1	0
gene_3019	NC_001141.2	300829	301257	-	429	55	55	28	39	47	76
gene_3020	NC_001141.2	303679	304104	-	426	359	517	286	159	238	299
gene_3021	NC_001141.2	304477	307929	-	3453	456	617	453	455	538	694
gene_3022	NC_001141.2	308602	309171	-	570	51	66	46	165	252	357
gene_3023	NC_001141.2	309386	310426	-	1041	320	360	263	265	277	390
gene_3024	NC_001141.2	311165	312460	+	1296	1044	1359	881	647	755	954
gene_3025	NC_001141.2	312905	313861	+	957	688	877	672	369	363	538
gene_3026	NC_001141.2	314035	314820	-	786	231	353	263	117	134	188
gene_3027	NC_001141.2	315093	316133	+	1041	334	436	355	139	179	227
gene_3028	NC_001141.2;NC_001141.2	316768;317172	316771;317932	+;+	765	11255	14982	11597	2894	3351	4924
gene_3029	NC_001141.2	318200	320965	-	2766	217	252	187	352	473	622
gene_3030	NC_001141.2	321454	321933	+	480	337	475	316	144	170	236
gene_3031	NC_001141.2	322342	324105	+	1764	799	1075	779	309	209	259
gene_3032	NC_001141.2	324303	324374	-	72	0	3	0	1	0	2
gene_3033	NC_001141.2	325212	325526	-	315	289	367	227	234	301	381
gene_3034	NC_001141.2	325748	325820	+	73	0	0	0	0	0	0
gene_3035	NC_001141.2	326103	327995	+	1893	512	665	432	361	429	520
gene_3036	NC_001141.2	328207	332442	-	4236	261	312	229	284	346	364
gene_3037	NC_001141.2	333011	333352	+	342	8	6	2	1	2	6
gene_3038	NC_001141.2	333727	334536	+	810	150	209	137	51	57	72
gene_3039	NC_001141.2	334882	335529	+	648	223	228	155	163	167	197
gene_3040	NC_001141.2	335666	336212	-	547	153	162	114	68	78	80
gene_3041	NC_001141.2	336349	336420	-	72	0	0	0	0	1	0
gene_3042	NC_001141.2	339344	341428	+	2085	938	1452	1013	357	389	543
gene_3043	NC_001141.2	342536	342835	+	300	384	456	291	197	224	314
gene_3044	NC_001141.2	342994	343656	-	663	124	127	102	169	186	262
gene_3045	NC_001141.2	344062	345183	+	1122	65	72	45	91	82	120
gene_3046	NC_001141.2	345692	347797	+	2106	432	639	407	391	463	580
gene_3047	NC_001141.2;NC_001141.2	347946;348495	348363;348505	-;-	429	295	400	246	224	222	353
gene_3048	NC_001141.2	349122	350003	+	882	147	222	174	141	161	197
gene_3049	NC_001141.2	350301	350510	+	210	307	325	290	176	199	258
gene_3050	NC_001141.2	350591	353431	-	2841	412	522	413	330	388	521
gene_3051	NC_001141.2	353940	355481	+	1542	131	169	123	174	185	252
gene_3052	NC_001141.2	356143	356895	-	753	317	394	320	256	314	395
gene_3053	NC_001141.2	357415	360396	-	2982	437	606	472	373	475	648
gene_3054	NC_001141.2	360885	362924	+	2040	409	523	424	449	512	588
gene_3055	NC_001141.2	363221	364519	+	1299	660	837	562	392	494	617
gene_3056	NC_001141.2	364889	365335	+	447	116	157	84	90	85	105
gene_3057	NC_001141.2	365466	369908	-	4443	1387	1892	1490	894	1017	1197
gene_3058	NC_001141.2	370417	370488	+	72	0	0	0	1	0	0
gene_3059	NC_001141.2	370704	372998	+	2295	106	134	101	108	132	174
gene_3060	NC_001141.2	373077	374306	-	1230	213	350	232	251	308	402
gene_3061	NC_001141.2	374525	374860	+	336	85	92	74	66	58	91
gene_3062	NC_001141.2	375431	377161	+	1731	361	396	320	274	264	361
gene_3063	NC_001141.2	377287	378246	-	960	357	422	319	313	382	532
gene_3064	NC_001141.2	378486	379781	+	1296	816	1102	791	364	415	607
gene_3065	NC_001141.2	380019	380384	-	366	2	7	4	1	0	4
gene_3066	NC_001141.2	381086	381814	+	729	39	51	23	90	114	136
gene_3067	NC_001141.2	381948	382382	+	435	83	125	75	113	145	161
gene_3068	NC_001141.2	382628	383425	+	798	124	137	89	797	1080	1475
gene_3069	NC_001141.2	383556	384119	-	564	609	724	501	409	443	603
gene_3070	NC_001141.2	384609	385346	+	738	199	289	182	112	123	183
gene_3071	NC_001141.2	385564	385701	-	138	36	71	45	29	30	25
gene_3072	NC_001141.2	389572	393675	-	4104	380	369	241	82	81	114
gene_3073	NC_001141.2	393884	397082	-	3199	58	77	43	52	70	88
gene_3074	NC_001141.2	394255	394557	-	303	0	0	0	0	0	0
gene_3075	NC_001141.2	395999	396939	+	941	0	0	0	0	0	0
gene_3076	NC_001141.2	397294	398385	+	1092	199	221	177	75	88	121
gene_3077	NC_001141.2	398514	398726	+	213	0	1	0	3	2	1
gene_3078	NC_001141.2	398733	399236	+	504	456	642	426	373	407	557
gene_3079	NC_001141.2	399777	402689	+	2913	411	564	431	256	280	348
gene_3080	NC_001141.2	402841	403491	-	651	147	156	114	147	214	224
gene_3081	NC_001141.2	403659	404765	+	1107	101	126	97	164	172	270
gene_3082	NC_001141.2	404873	405967	-	1095	328	490	344	132	157	218
gene_3083	NC_001141.2	406260	407642	-	1383	64	78	47	57	54	84
gene_3084	NC_001141.2	408468	410375	+	1908	41	61	42	54	103	109
gene_3085	NC_001141.2	410807	411838	+	1032	113	133	118	243	263	332
gene_3086	NC_001141.2	412036	412770	-	735	66	96	79	48	76	79
gene_3087	NC_001141.2	413015	414679	-	1665	289	343	237	168	260	359
gene_3088	NC_001141.2	415030	415617	-	588	80	145	104	178	202	255
gene_3089	NC_001141.2	416124	419465	+	3342	397	488	303	757	826	997
gene_3090	NC_001141.2	419615	420736	-	1122	2216	3187	2599	948	1240	1493
gene_3091	NC_001141.2	421026	421790	-	765	287	377	267	204	215	332
gene_3092	NC_001141.2	422074	422865	-	792	188	226	184	383	463	564
gene_3093	NC_001141.2	423128	423619	+	492	407	566	418	727	1093	1392
gene_3094	NC_001141.2	423809	424513	-	705	191	192	149	804	1208	1492
gene_3095	NC_001141.2	430498	432111	-	1614	99	71	63	91	107	127
gene_3096	NC_001141.2	433929	434303	+	375	2	1	0	2	2	5
gene_3097	NC_001141.2	435273	435983	-	711	168	190	134	90	100	117
gene_3099	NC_001142.9;NC_001142.9	466;4970	4581;6130	-;-	5277	57	75	61	41	70	72
gene_3100	NC_001142.9	8776	9138	-	363	2	6	3	5	1	2
gene_3101	NC_001142.9	11475	16124	+	4650	43	49	43	17	28	32
gene_3102	NC_001142.9	16767	18536	-	1770	2	2	5	1	5	5
gene_3103	NC_001142.9	19497	21200	+	1704	26	23	20	28	38	73
gene_3104	NC_001142.9	21973	22563	+	591	22	36	30	24	37	28
gene_3105	NC_001142.9	23133	23729	+	597	235	326	265	419	643	865
gene_3106	NC_001142.9	24341	26086	-	1746	49	65	48	176	228	373
gene_3107	NC_001142.9	26887	28596	+	1710	70	67	57	55	60	78
gene_3108	NC_001142.9	32163	33158	+	996	451	382	303	97	94	97
gene_3109	NC_001142.9	33850	36249	-	2400	311	424	313	156	159	207
gene_3110	NC_001142.9	36919	37734	+	816	207	273	171	366	393	547
gene_3111	NC_001142.9	38005	39969	+	1965	297	316	200	113	129	171
gene_3112	NC_001142.9	40194	41183	-	990	365	486	377	177	237	288
gene_3113	NC_001142.9	41389	47433	-	6045	651	1000	746	346	466	530
gene_3114	NC_001142.9	47659	49935	-	2277	89	125	78	153	202	230
gene_3115	NC_001142.9;NC_001142.9	50139;50412	50268;50443	-;-	162	80	87	68	102	92	161
gene_3116	NC_001142.9	50629	53151	-	2523	144	192	177	134	164	204
gene_3117	NC_001142.9	53341	54183	+	843	178	197	150	113	133	214
gene_3118	NC_001142.9	54379	56178	+	1800	289	365	286	214	254	336
gene_3119	NC_001142.9	56444	58813	-	2370	5340	7569	6008	2116	2645	3393
gene_3120	NC_001142.9	59100	59172	-	73	1	0	1	0	0	0
gene_3121	NC_001142.9	59856	60182	-	327	41	40	38	67	76	74
gene_3122	NC_001142.9	60844	63489	+	2646	596	852	616	311	344	433
gene_3123	NC_001142.9	63805	67569	+	3765	585	863	641	333	431	473
gene_3124	NC_001142.9	67850	68782	-	933	1164	1212	899	366	407	557
gene_3125	NC_001142.9	69338	70879	+	1542	167	169	128	58	111	87
gene_3126	NC_001142.9	71366	72574	+	1209	232	334	178	88	116	120
gene_3127	NC_001142.9	72710	73414	-	705	779	998	727	301	313	454
gene_3128	NC_001142.9;NC_001142.9	73787;74205	73796;74611	+;+	417	1194	1554	1224	644	779	979
gene_3129	NC_001142.9	74910	75302	-	393	6408	8534	6297	1127	1310	1961
gene_3130	NC_001142.9;NC_001142.9	75933;76325	75938;76474	+;+	156	6634	9221	6127	1914	1877	3106
gene_3131	NC_001142.9	76803	79262	-	2460	511	621	497	330	319	388
gene_3132	NC_001142.9	80155	81915	+	1761	724	1086	729	698	748	962
gene_3133	NC_001142.9	82095	82976	-	882	54	54	38	228	300	359
gene_3134	NC_001142.9	83448	83819	+	372	190	255	186	190	168	263
gene_3135	NC_001142.9	84068	85336	+	1269	962	1349	881	417	447	602
gene_3136	NC_001142.9	85660	87495	+	1836	120	148	99	82	115	119
gene_3137	NC_001142.9	87583	88560	-	978	351	409	300	229	296	407
gene_3138	NC_001142.9	88787	89116	+	330	213	230	206	120	189	214
gene_3139	NC_001142.9	89282	90097	-	816	623	793	547	401	463	645
gene_3140	NC_001142.9;NC_001142.9	90786;91412	91094;91657	+;+	555	3903	5242	4065	1127	1386	1821
gene_3141	NC_001142.9	92053	94530	-	2478	578	777	635	533	631	777
gene_3142	NC_001142.9	95092	95922	+	831	972	1180	846	794	913	1184
gene_3143	NC_001142.9	96161	96529	-	369	313	408	265	217	326	411
gene_3144	NC_001142.9	97737	99467	+	1731	625	939	589	535	614	813
gene_3145	NC_001142.9	99704	100894	-	1191	681	571	387	207	226	271
gene_3146	NC_001142.9	101150	101779	-	630	25	45	29	42	45	53
